"Órgão UGE Código,""Órgão UGE Nome"",""Órgão UGE CNPJ"",""Órgão UGE - Poder Código"",""Órgão UGE - Poder Nome"",""Órgão UGE - Tipo Administração Código"",""Órgão UGE - Tipo Administração Nome"""
"26212,""CENTRO FEDERAL DE EDUCACAO TECNOL.DO PARA"",""5200142000116"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26213,""CENTRO FEDERAL DE EDUCACAO TECNOL.DA PARAIBA"",""24489510000132"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26214,""CENTRO FEDERAL DE EDUCACAO TECNOL.DE PELOTAS"",""88288105000139"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26215,""CENTRO FED.DE EDUC. TECNOLOGICA DE PERNAMBUCO"",""10475689000164"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26216,""CENTRO FED. DE EDUC. TECNOLOG. DO PIAUI-CEFET"",""34982249000161"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26217,""CENT.FED.DE EDUC.TECNOL.DE QUIMICA-NILOP./RJ"",""32093114000110"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26218,""CENTRO FEDERAL DE EDUCACAO TECNOL.DO RN"",""24370371000123"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26219,""CENTRO FED.DE EDUC.TECNOLOGICA DE S.CATARINA"",""81531428000162"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26220,""CENTRO FEDERAL DE EDUCACAO TECNOL DE S.PAULO"",""39006291000160"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26221,""CENTRO FEDERAL DE EDUCACAO TEC. DE SERGIPE"",""13087077000192"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26222,""CENTRO FED.DE EDUC. TECNOLOGIA DE RORAIMA"",""84042415000118"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26223,""ESCOLA TECNICA  FEDERAL DE PALMAS - TO"",""5095151000194"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26224,""ESCOLA TECNICA FEDERAL DE RONDONIA"",""9328952000103"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26230,""FUND.UNIVERSIDADE FEDERAL VALE SAO FRANCISCO"",""5440725000114"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26231,""UNIVERSIDADE FEDERAL DE ALAGOAS"",""24464109000148"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26232,""UNIVERSIDADE FEDERAL DA BAHIA"",""15180714000104"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26233,""UNIVERSIDADE FEDERAL DO CEARA"",""7272636000131"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26234,""UNIVERSIDADE FEDERAL DO ESPIRITO SANTO"",""32479123000143"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26235,""UNIVERSIDADE FEDERAL DE GOIAS"",""1567601000143"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26236,""UNIVERSIDADE FEDERAL FLUMINENSE"",""28523215000106"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26237,""UNIVERSIDADE FEDERAL DE JUIZ DE FORA"",""21195755000169"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26238,""UNIVERSIDADE FEDERAL DE MINAS GERAIS"",""17217985000104"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26239,""UNIVERSIDADE FEDERAL DO PARA"",""34621748000123"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26240,""UNIVERSIDADE FEDERAL DA PARAIBA"",""24098477000110"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26241,""UNIVERSIDADE FEDERAL DO PARANA"",""75095679000149"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26242,""UNIVERSIDADE FEDERAL DE PERNAMBUCO"",""24134488000108"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26243,""UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"",""24365710000183"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26244,""UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL"",""92969856000198"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26245,""UNIVERSIDADE FEDERAL DO RIO DE JANEIRO"",""33663683000116"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26246,""UNIVERSIDADE FEDERAL DE SANTA CATARINA"",""83899526000182"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26247,""UNIVERSIDADE FEDERAL DE SANTA MARIA"",""95591764000105"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26248,""UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO"",""24416174000106"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26249,""UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO"",""29427465000105"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26250,""UNIVERSIDADE FEDERAL DE RORAIMA"",""34792077000163"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26251,""FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS"",""5149726000104"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26252,""UNIVERSIDADE FEDERAL DE CAMPINA GRANDE"",""5055128000176"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26253,""UNIVERSIDADE FEDERAL RURAL DA AMAZONIA"",""5200001000101"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26254,""UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO"",""25437484000161"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26255,""UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI"",""16888315000157"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26256,""CENTRO FED.EDUC.TECN.CELSO SUCKOW DA FONSECA"",""42441758000105"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26257,""CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MG"",""17220203000196"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26258,""UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA"",""75101873000190"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26259,""CENTRO DE EDUCACAO TECNOLOGICA DA BAHIA"",""394445032640"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26260,""UNIVERSIDADE FEDERAL DE ALFENAS"",""17879859000115"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26261,""UNIVERSIDADE FEDERAL DE ITAJUBA"",""21040001000130"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26262,""UNIVERSIDADE FEDERAL DE SAO PAULO"",""60453032000174"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26263,""UNIVERSIDADE FEDERAL DE LAVRAS"",""22078679000174"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26264,""UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO/RN"",""24529265000140"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26266,""FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA"",""9341233000122"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26267,""UNIVERS. FEDERAL DA INTEG. LATINO AMERICANA"",""11806275000133"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26268,""FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA"",""4418943000190"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26269,""UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO"",""34023077000107"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26270,""FUNDACAO UNIVERSIDADE DO AMAZONAS"",""4378626000197"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26271,""FUNDACAO UNIVERSIDADE DE BRASILIA"",""38174000143"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26272,""FUNDACAO UNIVERSIDADE DO MARANHAO"",""6279103000119"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26273,""UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG"",""94877586000110"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26274,""FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA"",""25648387000118"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26275,""FUNDACAO UNIVERSIDADE FEDERAL DO ACRE"",""4071106000137"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26276,""FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO"",""33004540000100"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26277,""UNIVERSIDADE FEDERAL DE OURO PRETO"",""23070659000110"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26278,""FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS"",""92242080000100"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26279,""FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI"",""6517387000134"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26280,""FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS"",""45358058000140"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26281,""FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE"",""13031547000104"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26282,""UNIVERSIDADE FEDERAL DE VICOSA"",""25944455000196"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26283,""FUNDACAO UNIVERSIDADE FEDERAL DE MATO G. SUL"",""15461510000133"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26284,""FUN.UNIV.FED.DE CIENCIAS DA SAUDE DE P.ALEGRE"",""92967595000177"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26285,""FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI"",""21186804000105"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26286,""FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA"",""34868257000181"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26287,""ESCOLA AGROTECNICA FEDERAL DE MARABA"",""9430740000132"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26288,""ESCOLA AGROTECNICA FEDERAL DE NOVA ANDRADINA"",""9342430000166"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26289,""ESCOLA AGROT.FED.DE S.RAIMUN.DAS MANGABEIRAS"",""9472634000111"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26290,""INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS"",""1678363000143"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26291,""FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR"",""889834000108"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26292,""FUNDACAO JOAQUIM NABUCO"",""9773169000159"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26293,""FUNDACAO ROQUETTE PINTO - EM EXTINCAO"",""33868639000142"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26294,""HOSPITAL DE CLINICAS DE PORTO ALEGRE"",""87020517000120"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"26295,""INSTITUTO NACIONAL DE DESENVOLV.DO DESPORTO"",""74118290000109"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26298,""FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO"",""378257000181"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26301,""CENTRO FEDERAL DE EDUCAC.TECNOLOGICA DA BAHIA"",""13941232000196"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26302,""ESCOLA AGROTECNICA FEDERAL DE ALEGRE"",""39289277000111"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26303,""ESCOLA AGROTECNICA FEDERAL DE ALEGRETE"",""91551986000143"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26304,""ESCOLA AGROTECNICA FEDERAL DE ARAGUATINS"",""25064890000126"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26305,""CENTRO FEDERAL DE EDUCACAO TECNOL. DE BAMBUI"",""70915798000187"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26306,""ESCOLA AGROTECNICA FEDERAL DE BARBACENA"",""73888067000188"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26307,""ESCOLA AGROTECNICA FEDERAL DE BARREIROS"",""73946741000133"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26308,""ESCOLA AGROTECNICA FEDERAL DE BELO JARDIM"",""35672054000188"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26309,""CENTRO FEDERAL DE EDUCACAO TEC.DE B.GONCALVES"",""94728821000192"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26310,""ESCOLA AGROTECNICA FEDERAL DE CACERES"",""73893018000133"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26311,""ESCOLA AGROTECNICA FEDERAL DE CASTANHAL"",""34823237000194"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26312,""ESCOLA AGROTECNICA FEDERAL DE CATU"",""16132623000158"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26313,""ESCOLA AGROTECNICA FEDERAL DE COLATINA"",""36351658000195"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26314,""ESCOLA AGROTECNICA FEDERAL DE CONCORDIA"",""73933533000108"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26315,""ESCOLA AGROTECNICA FEDERAL DE CRATO"",""41338161000177"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26316,""CENTRO FEDERAL DE EDUCACAO TECNOLOGICA/CUIABA"",""73883316000142"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26317,""ESCOLA AGROTECNICA FEDERAL DE IGUATU"",""41339771000195"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26318,""ESCOLA AGROTECNICA FEDERAL DE INCONFIDENTES"",""73920001000128"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26319,""CENTRO FEDERAL DE EDUCACAO TECNOL.DE JANUARIA"",""73895666000129"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26320,""ESCOLA AGROTECNICA FEDERAL DE MACHADO"",""73926602000148"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26321,""ESCOLA AGROTECNICA FEDERAL DE MANAUS"",""84490572000196"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26322,""ESCOLA AGROTECNICA FEDERAL DE MUZAMBINHO"",""73933178000169"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26323,""CENTRO FED. DE EDUC. TECNOLOGICA DE PETROLINA"",""35447994000173"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26324,""CENTRO FEDERAL DE EDUCACAO TECNOLOG.RIO POMBA"",""73920324000111"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26325,""CENTRO FEDERAL DE EDUCACAO TEC. DE RIO VERDE"",""74039603000133"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26326,""ESCOLA AGROTECNICA FEDERAL DE SALINAS"",""73902132000182"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26327,""ESCOLA AGROTECNICA FEDERAL DE SANTA TERESA"",""32405268000108"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26328,""ESCOLA AGROTECNICA FEDERAL DE SAO CRISTOVAO"",""73883027000143"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26329,""ESCOLA AGROTECNICA FEDERAL DE S.J.EVANGELISTA"",""73895294000130"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26330,""ESCOLA AGROTECNICA FEDERAL DE SAO LUIS"",""73964538000190"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26331,""CENTRO FED.EDUCACAO TECNOLOGICA S.VICENTE SUL"",""94445673000107"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26332,""ESCOLA AGROTECNICA FEDERAL DE SATUBA"",""69978468000151"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26333,""ESCOLA AGROTECNICA FEDERAL DE SERTAO"",""73878324000109"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26334,""ESCOLA AGROTECNICA FEDERAL DE SOUSA"",""12724340000144"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26335,""CENTRO FEDERAL DE EDUC TECNOLOGICA DE UBERABA"",""73925414000103"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26336,""ESCOLA AGROTECNICA FEDERAL DE UBERLANDIA"",""73875502000130"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26337,""CENTRO FEDERAL DE EDUC. TECNOLOGICA DE URUTAI"",""73965097000140"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26338,""ESCOLA AGROTECNICA FEDERAL DE VIT.DE S.ANTAO"",""41008699000113"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26339,""ESCOLA AGROTECNICA FEDERAL DE S.G.CACHOEIRA"",""84490564000140"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26340,""ESCOLA AGROTECNICA FEDERAL DE SOMBRIO"",""73955064000110"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26341,""ESCOLA AGROTECNICA FEDERAL DE CERES"",""73999823000146"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26342,""ESCOLA AGROTECNICA FEDERAL DE COLOR. DO OESTE"",""84568336000145"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26343,""ESCOLA AGROTECNICA FEDERAL DE CODO"",""974863000160"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26344,""ESCOLA AGROTECNICA FED. ANTONIO JOSE TEIXEIRA"",""42709402000100"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26345,""ESCOLA AGROTECNICA FEDERAL DE RIO DO SUL"",""147606000154"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26346,""ESCOLA AGROTECNICA FEDERAL DE SANTA INES"",""855923000125"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26347,""ESCOLA AGROTECNICA FED. DO SENHOR DO BOMFIM"",""853966000171"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26350,""FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS"",""7775847000197"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26351,""UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA"",""7777800000162"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26352,""FUNDACAO UNIVERSIDADE FEDERAL DO ABC"",""7722779000106"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"26353,""ESCOLA TECNICA FEDERAL DO ACRE"",""9365080000153"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26354,""ESCOLA TECNICA FEDERAL DO AMAPA"",""9363392000128"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26355,""ESCOLA TECNICA FEDERAL DO MATO GROSSO DO SUL"",""9304978000111"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26356,""INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA"",""9266912000184"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26357,""ESCOLA TECNICA FEDERAL DE CANOAS"",""9544546000188"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26402,""INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS"",""10825373000155"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26403,""INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS"",""10792928000100"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26404,""INST.FED.DE EDUC.,CIENC.E TEC.BAIANO"",""10724903000179"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26405,""INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA"",""10744098000145"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26406,""INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO"",""10838653000106"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26407,""INST.FED.DE EDUC.,CIENC.E TEC.GOIANO"",""10651417000178"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26408,""INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO"",""10735145000194"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26409,""INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS"",""10626896000172"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26410,""INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG"",""10727655000110"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"26411,""INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG"",""10723648000140"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
